"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
1.72680094446936e-55,-0.424997185780431,0.045,0.066,4.68855860154684e-55,"ADGRE5"
1.74088448628102e-55,-0.82292655804194,0.018,0.032,4.71220893354461e-55,"CASP8"
2.23298142009145e-55,-0.47743401253491,0.049,0.07,6.02561447821601e-55,"FABP5"
2.46005265497173e-55,-1.04760453409053,0.018,0.032,6.61799441230126e-55,"CD40LG"
2.69167478239005e-55,0.386077946666578,0.092,0.068,7.21895652647117e-55,"CCL8"
4.32830400886148e-55,-0.700164867174385,0.03,0.048,1.15729348041815e-54,"TSHZ2"
1.19944802579161e-54,-0.764410020193065,0.027,0.044,3.1973128225509e-54,"ATG10"
1.38501106217517e-54,-0.187189026630801,0.054,0.077,3.68077182281098e-54,"CFLAR"
2.64658488036756e-54,-0.357343990439603,0.034,0.052,7.01225057426691e-54,"FGFR1"
3.59836172523552e-54,0.503831219193863,0.095,0.072,9.50531094286613e-54,"MXRA8"
3.80659166306153e-54,-0.13729605586277,0.117,0.15,1.00251678333482e-53,"COL15A1"
4.70313625456897e-54,-0.412242536150725,0.042,0.061,1.23492529798114e-53,"CYTOR"
7.43320278385228e-54,-0.5154666815914,0.029,0.046,1.94594592281745e-53,"IGFBP3"
7.70512951585991e-54,0.388024431352135,0.083,0.061,2.01113053137177e-53,"IL12RB1"
8.2146293306594e-54,-0.552411105507961,0.033,0.051,2.13775368634667e-53,"ITGA6"
1.06055805621536e-53,-0.957701283074634,0.015,0.028,2.75180300384872e-53,"CXCL13"
1.55906280679817e-53,0.783932906967947,0.151,0.127,4.03332767422417e-53,"COL1A2"
1.86063683576809e-53,0.438801795323363,0.127,0.101,4.79934854402533e-53,"IGF1"
1.88464525347724e-53,-0.175248679943993,0.105,0.078,4.84702019735936e-53,"NLRC4"
1.89328461193656e-53,-0.316228954427742,0.054,0.076,4.85500176803615e-53,"CXCR4"
2.97528233772955e-53,0.355759371728916,0.055,0.037,7.60735454865544e-53,"KRT4"
6.82177987899422e-53,0.33948357350672,0.101,0.077,1.73915725403428e-52,"G0S2"
7.5163613045624e-53,-0.325717570255712,0.039,0.058,1.91068083017427e-52,"MEG3"
9.95211742788266e-53,-1.03243361868665,0.014,0.027,2.52254537117141e-52,"CDH1"
1.48642373240063e-52,-0.313246871997264,0.052,0.074,3.75675392886268e-52,"AKT1"
2.11254749173142e-52,-0.799814388698576,0.022,0.036,5.32386250071395e-52,"HPGDS"
4.06743306934352e-52,-0.918218652677605,0.016,0.03,1.02210280854277e-51,"TLR3"
4.67279195314979e-52,-0.385357310754604,0.044,0.064,1.17086815511782e-51,"PXDN"
5.24769194639061e-52,0.383016938051537,0.05,0.033,1.31117545213235e-51,"CD70"
5.37510573781032e-52,-0.953174753555902,0.016,0.029,1.33919537842604e-51,"DUSP4"
7.69149922353796e-52,-0.926931302165598,0.013,0.025,1.91089088358153e-51,"ARG1"
9.38259168728375e-52,-0.987956901388719,0.015,0.027,2.32444432478753e-51,"MMP12"
1.73872624721181e-51,-0.956054951765573,0.017,0.031,4.29538850367538e-51,"MET"
3.30056617845134e-51,-0.879619055274424,0.034,0.052,8.13088915309502e-51,"PRSS2"
4.06054447397269e-51,-0.813747325010459,0.016,0.029,9.97506303550155e-51,"IL1R2"
4.43214598917342e-51,-0.769861770763118,0.021,0.035,1.0857519643869e-50,"BTK"
8.45981048820384e-51,-0.270741396769935,0.05,0.071,2.06664451202083e-50,"PDS5A"
8.85116444150808e-51,-0.986239663071259,0.018,0.031,2.15624200422294e-50,"CXCR5"
1.22143546511536e-50,-0.613995223180465,0.025,0.041,2.9673099803495e-50,"CD2"
4.88069612322604e-50,-0.317862623921048,0.037,0.056,1.18242279007438e-49,"IFNAR1"
6.62276572353437e-50,-0.727881807492012,0.025,0.041,1.60004560317897e-49,"EPOR"
9.46449218642365e-50,-0.884667776699263,0.025,0.04,2.28031858447625e-49,"MIR4435-2HG"
3.270027836621e-49,-0.388698577362229,0.055,0.077,7.85702578826471e-49,"HMGB2"
9.37817753535365e-49,-1.12718892384021,0.012,0.024,2.24717532746042e-48,"CRP"
1.32478513351684e-48,-0.991112990306967,0.02,0.034,3.16576719916694e-48,"GC"
2.22604712331876e-48,0.137995428102359,0.095,0.124,5.30500904116999e-48,"CXCL12"
3.46199297909477e-48,-0.527152052747591,0.03,0.046,8.2280971345965e-48,"MMP19"
4.77041996311081e-48,0.361067066207597,0.088,0.067,1.13071846152654e-47,"EGFR"
1.11428803394804e-47,0.364035563023768,0.057,0.039,2.63404475949442e-47,"IGHD"
1.7824562432348e-47,-0.44939159208137,0.031,0.048,4.20218850891646e-47,"HCST"
3.49799588443471e-47,-0.724213375170898,0.019,0.032,8.22451043069501e-47,"VEGFC"
4.3323060635607e-47,0.358390099337937,0.056,0.039,1.01589102078683e-46,"IL17B"
5.94355806541511e-47,-0.820868486666435,0.021,0.035,1.39000011289841e-46,"CDKN3"
8.9506798860712e-47,-1.0819554060827,0.021,0.034,2.08769847342671e-46,"VPREB3"
9.04764674439774e-47,-0.304685703860164,0.035,0.052,2.10471782356414e-46,"LDB2"
1.20325304906685e-46,-0.181118224333747,0.051,0.071,2.79167440220008e-46,"MAF"
1.21184475272282e-46,-0.886490799950358,0.023,0.037,2.80418957292325e-46,"ITK"
1.64226764440672e-46,-0.553909407778911,0.02,0.034,3.79018085301235e-46,"SREBF1"
2.5345062695478e-46,-0.490012197085186,0.03,0.045,5.83402099315858e-46,"FGF2"
2.55466406577224e-46,-0.105677115553964,0.185,0.219,5.86502718764987e-46,"CD74"
3.55739324696869e-46,-0.416788945792666,0.037,0.054,8.14578035924684e-46,"TAP1"
5.76543214530679e-46,-0.660591233687002,0.021,0.035,1.31674062276928e-45,"BEST1"
6.71582364927368e-46,-0.654634938536935,0.026,0.041,1.52981229621117e-45,"DUSP5"
3.54130980316515e-45,-0.209489594332076,0.032,0.048,8.04592926781305e-45,"ITM2A"
3.92369905614971e-45,-0.396430391848363,0.04,0.057,8.8916901091558e-45,"CD276"
4.01829583515443e-45,-0.476184164504291,0.027,0.042,9.08259135935678e-45,"TNFRSF10B"
4.33270259275093e-45,0.12138060180448,0.171,0.21,9.7680724263305e-45,"ZFP36"
4.82966126225554e-45,-0.692591581292799,0.016,0.027,1.08605459666618e-44,"IL2RA"
5.41952222376107e-45,-0.621162387695556,0.037,0.053,1.21558081591777e-44,"ISG15"
7.85203561579253e-45,-0.336849410549458,0.05,0.07,1.75669266200256e-44,"CXCL16"
1.31990152389136e-44,-0.535466631746457,0.023,0.037,2.94542910038861e-44,"ST6GAL1"
2.11827288714846e-44,0.282225705216794,0.062,0.045,4.71503888839899e-44,"NKG7"
2.68539606950075e-44,-1.06449998484003,0.013,0.024,5.96225912139786e-44,"CPB1"
3.67121123152059e-44,-0.466573344287537,0.028,0.042,8.13043497485747e-44,"NOSIP"
5.45383801192625e-44,-0.521009093457342,0.033,0.049,1.20478990842804e-43,"ATG12"
6.50591554100098e-44,-0.112054052666978,0.097,0.124,1.43358993202459e-43,"ITGB5"
1.19601312348316e-43,0.210693071413157,0.119,0.095,2.62883085036273e-43,"CCL3/L1/L3"
2.2384281655875e-43,-0.851940797905157,0.017,0.029,4.90775375305058e-43,"CD3E"
3.50786716000575e-43,-0.470705166235773,0.043,0.061,7.67181920031183e-43,"INSR"
4.68724057868343e-43,-0.906791016670358,0.018,0.03,1.0225646735088e-42,"CD8B"
6.52200869752017e-43,-0.70465840265015,0.017,0.029,1.41930561482015e-42,"DPP4"
7.20538872709541e-43,-0.591870507673567,0.027,0.041,1.56414007763927e-42,"HDAC1"
8.86199687506722e-43,-0.97465391777587,0.012,0.022,1.91900524924295e-42,"OLFM4"
1.06394149892983e-42,-0.293511530206835,0.059,0.079,2.29821845951099e-42,"CD34"
1.48159941406386e-42,0.291157744478141,0.058,0.042,3.19253731236856e-42,"CCR5"
1.83231209161881e-42,-0.851648911742314,0.015,0.026,3.93857280477868e-42,"MS4A1"
2.14938972255354e-42,-0.98418230098718,0.02,0.032,4.60883810924073e-42,"S100A8"
3.18457139252046e-42,-0.414448377768978,0.035,0.051,6.81187588107426e-42,"YES1"
3.22546191093491e-42,0.473204216635362,0.068,0.05,6.88255497783435e-42,"COL21A1"
4.60998198599776e-42,-0.825471789976956,0.019,0.031,9.81299563524281e-42,"IL12B"
5.24914721338989e-42,-0.530236520356414,0.032,0.048,1.11464942037359e-41,"BMPR1A"
8.51163022719627e-42,-0.605480790316755,0.045,0.062,1.80306756262105e-41,"CXCL1/2/3"
1.03423856626651e-41,-0.384955892661116,0.04,0.057,2.1856077653391e-41,"PLCG1"
2.49650206104639e-41,-0.879443948836913,0.013,0.024,5.26305843158096e-41,"KRT23"
4.16266161021501e-41,-0.845553705767078,0.023,0.036,8.75456650397737e-41,"Negative09"
5.26797610722964e-41,-0.735011825891926,0.023,0.036,1.10526675742593e-40,"TNFSF8"
6.15800436941504e-41,-0.441332695409068,0.037,0.053,1.28891881431432e-40,"PGF"
1.12608968281964e-40,-0.329593741841355,0.038,0.055,2.35138250436386e-40,"PTEN"
1.24170779614917e-40,-1.0187245699912,0.012,0.021,2.58664545658627e-40,"RAG1"
2.08659479363064e-40,-0.578534793258184,0.023,0.036,4.33635932230822e-40,"CD48"
2.79956171709025e-40,-0.683613083503219,0.042,0.058,5.80429225978287e-40,"ERBB2"
3.97064403336553e-40,-0.355237407356562,0.027,0.041,8.21286513505088e-40,"TAP2"
6.85578696400698e-40,-0.622459895434294,0.032,0.046,1.41471180410215e-39,"SLPI"
6.87329269634714e-40,-0.497564175773388,0.033,0.048,1.41499476401325e-39,"CD37"
1.60476314295357e-39,-0.769767728443069,0.019,0.03,3.29596551843157e-39,"IL1A"
2.21209105279699e-39,-0.955882600018514,0.013,0.023,4.53271928341813e-39,"NRG1"
3.23202314571744e-39,0.323105172971014,0.08,0.062,6.60718950767877e-39,"TNFSF12"
5.31514787721138e-39,-0.931671841187553,0.017,0.028,1.08404295077079e-38,"TTR"
8.39220903358563e-39,-0.560860155025153,0.027,0.04,1.70764903073192e-38,"DLL1"
1.47609606012823e-38,-0.94397048427742,0.011,0.021,2.99661167762143e-38,"CCL22"
1.48677212461513e-38,-0.80873978674677,0.02,0.031,3.01131444177244e-38,"FGF18"
1.58433180983719e-38,-0.518729409851476,0.027,0.04,3.20151842679082e-38,"NLRC5"
1.79079168415179e-38,-0.812747450284798,0.021,0.033,3.61040070574969e-38,"CXCL9"
2.19015746239285e-38,0.315156286875689,0.073,0.055,4.40543140944616e-38,"FGFR3"
2.72751157992597e-38,-0.898357151110576,0.013,0.022,5.47374749564091e-38,"SELL"
3.38929079633886e-38,-1.01917239882406,0.011,0.021,6.78631969951867e-38,"NLRP2"
3.6061644208183e-38,-0.673648670404405,0.017,0.028,7.20411434409488e-38,"IL2RG"
4.02066344432578e-38,-0.666521572124692,0.02,0.032,8.01391327425844e-38,"CNTFR"
7.62370909469792e-38,0.37032595548459,0.182,0.159,1.51609815783448e-37,"NUPR1"
7.92794348549759e-38,-0.830506761446314,0.016,0.027,1.57303313049353e-37,"EPHA4"
2.18608127078718e-37,-1.04966030227584,0.01,0.019,4.3277500552604e-37,"FGG"
2.45708035822806e-37,-0.504190017160429,0.034,0.048,4.85328710397749e-37,"CCR7"
2.52852744201055e-37,-0.239156874587027,0.053,0.071,4.98318779020956e-37,"INHBA"
2.63310834823517e-37,0.93718892808966,0.175,0.156,5.17765924081221e-37,"COL1A1"
3.46772581300753e-37,-0.824865974347561,0.012,0.021,6.80356943625862e-37,"CPA3"
7.45786445187217e-37,-0.963789465095137,0.014,0.024,1.45994355452944e-36,"IFNG"
8.16458599989358e-37,-0.801123555540385,0.019,0.03,1.59473094029102e-36,"COL4A5"
1.06448501071391e-36,-0.528304247982307,0.02,0.031,2.07456300976911e-36,"HAVCR2"
1.38678499273226e-36,-0.541584873439763,0.027,0.039,2.69669720316229e-36,"CST7"
1.50429696645558e-36,-1.06918633100267,0.009,0.017,2.91873548579987e-36,"RGS13"
1.62531150862461e-36,-0.161878148069318,0.052,0.07,3.14657437762425e-36,"HLA-DQA1"
1.69079420355963e-36,-0.64050825739249,0.025,0.037,3.26613770158985e-36,"CD38"
1.76851048932318e-36,0.336239960106961,0.06,0.044,3.40875538271743e-36,"FHIT"
2.61617297891222e-36,-0.872459846061985,0.015,0.025,5.03154320725003e-36,"CHEK1"
2.7467395227603e-36,0.241223461826527,0.061,0.045,5.27109532048312e-36,"CD8A"
3.44957546160814e-36,-0.942077538009031,0.015,0.025,6.60540978128896e-36,"LEP"
3.99258031594083e-36,-0.195839764336363,0.043,0.06,7.62852491738586e-36,"STAT5B"
4.98494220913364e-36,-0.438947809909863,0.028,0.042,9.50390069002218e-36,"TNFSF10"
7.85687017333753e-36,-0.733256126527908,0.016,0.026,1.49468007419024e-35,"BST1"
8.16882969510962e-36,-0.408591144305323,0.03,0.044,1.55066312610631e-35,"FES"
9.83876793327876e-36,0.255835098616384,0.062,0.046,1.86362839686511e-35,"DHRS2"
1.74256011784078e-35,-0.106806338811294,0.209,0.242,3.2935888434189e-35,"COL6A2"
2.14979461328502e-35,-0.641234880315881,0.025,0.037,4.05455887279776e-35,"ADGRG1"
2.32483169968615e-35,-0.191253047204976,0.038,0.053,4.37527339189861e-35,"LTBR"
2.83788420462756e-35,-0.742650307240894,0.014,0.024,5.32938853845475e-35,"CSF3R"
3.222056443457e-35,-0.242858399591864,0.243,0.272,6.03791346348674e-35,"BGN"
3.80305929819281e-35,-0.773086492198539,0.022,0.033,7.11147762156737e-35,"CLEC12A"
4.34199314295252e-35,-0.349426614187434,0.236,0.265,8.10197443908375e-35,"FN1"
5.3235661745499e-35,0.324703221612856,0.137,0.116,9.90640977352052e-35,"RAMP1"
5.33161392599964e-35,-0.830256770078987,0.022,0.033,9.90640977352052e-35,"IL27RA"
7.96565882269403e-35,-0.734744948200754,0.02,0.031,1.47693082188217e-34,"IL1RL1"
8.92082395471118e-35,-0.60877135847829,0.019,0.03,1.65054063465859e-34,"DDC"
1.0456739215534e-34,-0.81197733376923,0.026,0.038,1.9306442720049e-34,"ADGRL1"
1.65828532249242e-34,-0.950155179427824,0.02,0.031,3.05528619291146e-34,"TOP2A"
1.68495875695933e-34,0.231987043656884,0.057,0.042,3.09792207516422e-34,"FOXF1"
1.76227213878924e-34,-0.166316073064264,0.034,0.049,3.2332900956447e-34,"SPRY4"
2.18494202716801e-34,-0.905289453964159,0.015,0.025,4.00040533992975e-34,"FOXP3"
2.51362364187127e-34,-0.386443254439852,0.028,0.041,4.59259986233563e-34,"FKBP11"
3.00812431903651e-34,-0.336767482316491,0.047,0.063,5.48466741745326e-34,"ESAM"
3.89980234571305e-34,-0.253895721573398,0.037,0.052,7.09569845890113e-34,"DPT"
9.36332466124157e-34,-0.236074772981541,0.053,0.07,1.70013162068506e-33,"ALCAM"
1.09854330266323e-33,-0.550284684820807,0.034,0.048,1.99054230668524e-33,"FGR"
1.27463712549093e-33,-0.81151867494463,0.014,0.024,2.30485929702174e-33,"FASLG"
1.87496571200188e-33,-0.507310738282273,0.024,0.036,3.38342578071121e-33,"SNAI2"
3.05960503611209e-33,-0.435454872661153,0.032,0.045,5.50980208761869e-33,"G6PD"
3.51647184772344e-33,-0.289937883019433,0.024,0.036,6.31956108699479e-33,"FYB1"
7.13469077025738e-33,-0.106954159540031,0.05,0.067,1.27957542035086e-32,"MAPK14"
9.41420368404125e-33,0.581524219033887,0.022,0.014,1.68495033283759e-32,"MB"
1.002228494589e-32,-0.711922782613771,0.018,0.028,1.79013114002964e-32,"ITGB4"
1.19197775280677e-32,-0.116026395782443,0.079,0.099,2.12472457156816e-32,"PTGDS"
1.72189991572513e-32,-0.586776368029733,0.019,0.029,3.06309579328791e-32,"PDCD1LG2"
2.95523165157312e-32,-0.893686744153247,0.015,0.025,5.24643351908831e-32,"CXCR1"
3.17709283881245e-32,0.275484045031415,0.078,0.061,5.62890993866367e-32,"LINC01781"
3.37434043342767e-32,-0.640256239401139,0.019,0.03,5.96632370991142e-32,"EPHB4"
3.76242263319501e-32,-0.423532447479915,0.027,0.039,6.63912404288133e-32,"EFNA5"
4.35463188939462e-32,-0.763349980226459,0.014,0.024,7.66869913052024e-32,"WNT7A"
4.6887383271115e-32,-0.568532681881307,0.023,0.034,8.2405280819174e-32,"PSD3"
4.85121264761132e-32,-0.241430006918819,0.047,0.063,8.50902698391025e-32,"BMPR2"
6.90930652716267e-32,-0.65750037210833,0.027,0.039,1.20947341802828e-31,"CLCF1"
8.22432566203506e-32,-0.110067199509129,0.06,0.078,1.43679952302883e-31,"PDGFA"
1.21491870006711e-31,-0.404582960786558,0.05,0.066,2.11825785280091e-31,"IFI27"
1.68147424380544e-31,-0.787304003590504,0.017,0.027,2.92589863455827e-31,"OAS3"
2.14383408584954e-31,-0.227391950622209,0.395,0.402,3.72305444215851e-31,"NEAT1"
6.82604078017806e-31,-0.881348946802805,0.015,0.024,1.18309046723639e-30,"NUSAP1"
3.66378621616439e-30,-0.795229056017202,0.021,0.032,6.33755524965713e-30,"OSM"
5.80749351493647e-30,-0.852565736839574,0.017,0.027,1.00259287649592e-29,"ITGAE"
8.81650371818696e-30,-0.797140409097494,0.012,0.02,1.51907146578585e-29,"LCN2"
9.59424384746941e-30,-0.816040487719445,0.016,0.026,1.64983369690798e-29,"CELSR1"
1.06099952503247e-29,-0.658779300755735,0.022,0.032,1.82093264863695e-29,"CHEK2"
1.0829400790794e-29,-0.677903458833462,0.018,0.027,1.85495790889186e-29,"ADGRF1"
1.24539103306486e-29,0.270383132108413,0.081,0.065,2.12906030408943e-29,"CCL11"
3.03761545358238e-29,-0.822309401843957,0.019,0.029,5.18285749570379e-29,"CTSW"
3.05643345683884e-29,-0.715361428625722,0.017,0.026,5.20483910999546e-29,"IL12RB2"
4.54728820154188e-29,-0.398393117632262,0.032,0.045,7.7286274278144e-29,"SLA"
6.23459743016871e-29,0.214334773076787,0.047,0.034,1.05759031842514e-28,"UPK3A"
9.40351224758878e-29,-0.621769809157891,0.021,0.031,1.592061822613e-28,"INHBB"
1.98250759537154e-28,-0.12325985411411,0.055,0.071,3.35001765152377e-28,"STAT1"
6.83472294261932e-28,-0.261214804169762,0.088,0.106,1.15270231166868e-27,"C1QC"
1.12540311505575e-27,-0.219478719231487,0.035,0.047,1.89439257563127e-27,"STAT5A"
1.14938980157866e-27,-0.926854681485246,0.012,0.019,1.93106294249901e-27,"Negative03"
1.19115120595337e-27,-0.233066787575695,0.042,0.056,1.99739886734437e-27,"CD53"
1.21092260075002e-27,-0.523084917339766,0.021,0.031,2.02667771156063e-27,"HDAC11"
1.76062240773058e-27,0.230115344477052,0.063,0.049,2.9410778125328e-27,"BMP2"
3.37184771084777e-27,-0.663031021193084,0.013,0.021,5.62188297036786e-27,"TNFRSF11A"
5.21300963342492e-27,0.367146155403774,0.057,0.044,8.67516024385892e-27,"SIGIRR"
1.35505138772614e-26,-0.108396441431119,0.078,0.097,2.25071982393148e-26,"TSC22D1"
1.77606273442738e-26,-0.724679907171444,0.015,0.024,2.94443670716977e-26,"DMBT1"
2.42721095234593e-26,-0.748494232101061,0.016,0.025,4.01634717963657e-26,"WNT5B"
2.8857279549434e-26,0.325566308556675,0.082,0.067,4.76607046419089e-26,"LYN"
2.93269019422902e-26,-0.726819034019221,0.016,0.025,4.83452876003544e-26,"TLR5"
3.17680910980955e-26,-0.477592701815587,0.027,0.037,5.22713243771666e-26,"OAS2"
3.96113168522911e-26,-0.76460342926207,0.013,0.021,6.50545409727702e-26,"PIGR"
5.67639667247968e-26,-0.512410435851764,0.025,0.035,9.30504650797136e-26,"CD83"
5.80178693400198e-26,-0.478328766596602,0.025,0.036,9.4928491438801e-26,"CLEC7A"
1.53656213451044e-25,0.216237641481321,0.086,0.07,2.50943201483362e-25,"ACP5"
1.57410587629141e-25,-0.713938264560065,0.016,0.024,2.56596812919621e-25,"WNT11"
3.02137052285622e-25,-0.554025200130722,0.023,0.032,4.91603329971225e-25,"PDGFB"
3.24378774017781e-25,0.240352046235125,0.031,0.022,5.26815157062211e-25,"JCHAIN"
3.93666294872699e-25,0.223285757527548,0.06,0.047,6.38161442889754e-25,"IFI44L"
7.171628470349e-25,-0.467502787893297,0.021,0.03,1.16042770636459e-24,"FZD6"
8.2324405987415e-25,0.330275974787752,0.084,0.069,1.32962254237501e-24,"EFNB1"
1.92922273850921e-24,-0.176941402395238,0.227,0.253,3.11016239278048e-24,"C11orf96"
2.26838913911475e-24,0.208733881604073,0.116,0.098,3.65023353211676e-24,"APOC1"
3.63804631905536e-24,0.135577047273951,0.111,0.133,5.84352861137647e-24,"VCAN"
4.26890716056665e-24,0.485101726769587,0.104,0.089,6.84429904902551e-24,"NOTCH3"
4.35871702150373e-24,-0.810967130846798,0.019,0.028,6.97553800704155e-24,"APOA1"
4.37383985404339e-24,-0.692969495275341,0.014,0.022,6.98699007649554e-24,"IL12A"
4.87302221543023e-24,-0.52515906335846,0.026,0.037,7.7702554235133e-24,"FGF13"
1.06340928441651e-23,-0.508687402216976,0.021,0.03,1.69257702800958e-23,"LY75"
1.12203291669378e-23,-0.646475541385283,0.017,0.026,1.78265012308052e-23,"CCL13"
2.39697081168515e-23,-0.5964241038698,0.018,0.026,3.80134430713903e-23,"KLRK1"
2.45842477874577e-23,0.221860882430447,0.05,0.038,3.89176630137191e-23,"XCL1/2"
4.07601163235593e-23,-0.593986001296798,0.023,0.032,6.4408327956327e-23,"FZD7"
4.10680612677603e-23,-0.256670721868943,0.048,0.062,6.47782189421327e-23,"LAMA4"
5.84469880317603e-23,0.14800302849222,0.057,0.045,9.20251499171522e-23,"KDR"
1.19280360373411e-22,-0.560387265560711,0.021,0.03,1.87471104027745e-22,"Negative01"
1.65389573718733e-22,0.219217764655733,0.075,0.061,2.59475234617762e-22,"KRT18"
2.04777009979046e-22,-0.221927905840045,0.044,0.056,3.2069542455647e-22,"RB1"
2.12126168765263e-22,-0.670003387486388,0.022,0.031,3.3161256685764e-22,"FGF9"
2.73510665180514e-22,-0.675351475899289,0.017,0.024,4.26812906340411e-22,"NRXN1"
2.77266934245071e-22,-0.788871030757616,0.019,0.027,4.3190604144392e-22,"MMP1"
2.91694054926001e-22,0.216383689946118,0.051,0.039,4.53573911649119e-22,"WNT5A"
3.11911546440683e-22,-0.814030921874268,0.011,0.018,4.8415296677607e-22,"LTF"
3.27741551865263e-22,-0.100739555592617,0.065,0.08,5.07825690787695e-22,"RGS1"
3.45120742897629e-22,-0.538164015093427,0.018,0.027,5.33811096157355e-22,"ADGRG6"
4.35531842369215e-22,-0.623315836663343,0.014,0.021,6.72467298869369e-22,"BMP7"
5.01426421328136e-22,-0.136142195497161,0.052,0.065,7.7284880756551e-22,"HBB"
8.04525434728911e-22,-0.403300784156514,0.025,0.034,1.23784001097764e-21,"TNFSF13B"
8.8378224275771e-22,-0.828545991530658,0.015,0.023,1.3574028492093e-21,"KLRF1"
9.77157320837035e-22,-0.375784149187007,0.05,0.063,1.49819400415049e-21,"CCL5"
1.11106175233736e-21,-0.420561503853142,0.019,0.028,1.70052557905735e-21,"IL10RA"
1.16768460709513e-21,-0.175504751060747,0.037,0.049,1.78407561049203e-21,"IL10RB"
1.24231711850558e-21,-0.613903206371264,0.025,0.034,1.89480367465982e-21,"EPHB3"
2.03012676016274e-21,0.101870661770953,0.055,0.043,3.09100897337278e-21,"RARB"
2.07856419884554e-21,0.208538531045769,0.046,0.035,3.15927348767338e-21,"CTLA4"
2.88157236088525e-21,0.206522992605395,0.042,0.032,4.37221273442277e-21,"EPHA7"
3.17087778169403e-21,-0.298455338728742,0.084,0.1,4.80286669178871e-21,"C1QB"
3.54599226353543e-21,-0.252234270292744,0.036,0.047,5.36178485365616e-21,"ITGA3"
3.96264177340111e-21,-0.648175938443386,0.025,0.034,5.97617767574681e-21,"KIT"
3.97080811808101e-21,-0.161651025620399,0.106,0.125,5.97617767574681e-21,"PTGIS"
3.972761214322e-21,-0.638834880196561,0.018,0.026,5.97617767574681e-21,"NLRP3"
7.07702461690125e-21,0.189294603015524,0.039,0.029,1.0627655118189e-20,"FFAR4"
9.65706023517136e-21,-0.473343238346416,0.021,0.029,1.44773364551201e-20,"ICA1"
2.25675402400493e-20,-0.193113998838692,0.036,0.047,3.37742880384356e-20,"MS4A4A"
3.2964319886153e-20,-0.347735476543672,0.033,0.043,4.92499293699424e-20,"NR1H3"
5.28671073442521e-20,-0.532792457800136,0.018,0.025,7.8851110783859e-20,"STAT4"
6.57610435007433e-20,-0.239760868828952,0.377,0.407,9.79158491513614e-20,"GPX1"
6.72409259040599e-20,-0.124569187238588,0.051,0.064,9.99496474878992e-20,"MS4A6A"
7.4517118960111e-20,-0.263615711306155,0.043,0.054,1.10577856730994e-19,"ALOX5AP"
1.07353289997521e-19,0.454417286710244,0.209,0.198,1.59035194810517e-19,"TPM1"
1.08627420147751e-19,-0.910109875356386,0.012,0.019,1.60651344805358e-19,"IL22RA1"
1.11779782522934e-19,0.52555889925734,0.105,0.093,1.65035133455578e-19,"COL14A1"
1.15213229867758e-19,-0.673905574601645,0.021,0.03,1.69818491754662e-19,"CXCR6"
1.31782992730097e-19,0.143891572667858,0.065,0.053,1.93915578228683e-19,"MX1"
1.39146444267358e-19,-0.525186954096265,0.019,0.027,2.04407758161596e-19,"IL1RN"
1.45417805503306e-19,-0.35871664998916,0.024,0.032,2.13263236498995e-19,"PPARA"
2.0495876483861e-19,-0.546244927794527,0.02,0.028,3.00081530489918e-19,"CX3CR1"
2.10065482096159e-19,0.107496937526442,0.038,0.029,3.07045712997219e-19,"ERBB3"
5.65522210119958e-19,-0.237544310291725,0.029,0.039,8.25229581156744e-19,"ITGB8"
5.73966987884608e-19,-0.578998362213753,0.012,0.018,8.3616120992492e-19,"RSPO3"
8.23039820557843e-19,0.238874297437596,0.386,0.381,1.19702474731215e-18,"RPL21"
9.72720902947495e-19,-0.673169317436761,0.017,0.025,1.41237786735919e-18,"KRT5"
1.45087007827542e-18,-0.705928567050212,0.013,0.019,2.10316208040917e-18,"CIDEA"
2.04641519535313e-18,0.193555576639803,0.044,0.034,2.9615612645622e-18,"COL17A1"
2.18998436419389e-18,-0.358241650352691,0.02,0.027,3.16411249983202e-18,"GPR183"
2.30978583797443e-18,-0.727712210060924,0.016,0.023,3.33171411168351e-18,"Negative08"
3.07412793578725e-18,-0.390899748648029,0.032,0.042,4.42694614069856e-18,"DDX58"
3.13976146745446e-18,-0.513855314573199,0.026,0.034,4.51405050320912e-18,"DDR1"
4.16722273973568e-18,-0.305538736460636,0.038,0.048,5.98143100286119e-18,"AIF1"
5.78350174672382e-18,-0.611961894637806,0.022,0.03,8.28779580372025e-18,"BMP3"
6.38269013121114e-18,0.263629570117698,0.042,0.033,9.13151589734449e-18,"TNNC1"
6.87687101829358e-18,-0.297981626717586,0.029,0.038,9.82250143818154e-18,"KRAS"
1.15825669323195e-17,-0.208935703718571,0.047,0.058,1.65169287799092e-17,"CMKLR1"
1.25907532646668e-17,-0.483856340298861,0.019,0.026,1.79254717745338e-17,"ITGAL"
1.29140031068208e-17,-0.102883985224814,0.054,0.066,1.83558844808458e-17,"RBPJ"
1.39798977037666e-17,-0.724305870176876,0.016,0.023,1.98387868708791e-17,"TNFSF4"
1.79888699747369e-17,-0.635042204311353,0.014,0.02,2.54866542291507e-17,"MST1R"
2.52620481010791e-17,-0.417288311831151,0.026,0.035,3.57335744913651e-17,"ITGA2"
3.29449106980209e-17,-0.740416130988227,0.012,0.018,4.65260655107316e-17,"CD22"
3.79684230814455e-17,-0.522135984950695,0.024,0.032,5.35342556952214e-17,"B3GNT7"
4.39976785986171e-17,-0.755864033730178,0.012,0.018,6.19357369678768e-17,"INS"
